Step,Reward,Entropy,Algorithm
60606.06060606061,-0.46339953899253794,0.015454955638202435,Hybrid PPO (Ours)
70707.0707070707,-0.41496257658119734,0.014930864787331598,Hybrid PPO (Ours)
80808.0808080808,-0.4004281764162602,0.014457126540255176,Hybrid PPO (Ours)
90909.09090909091,-0.35295073366727087,0.014028903215291329,Hybrid PPO (Ours)
101010.101010101,-0.33020798418901176,0.013641821916336151,Hybrid PPO (Ours)
111111.11111111111,-0.27575448785796897,0.013291929878079057,Hybrid PPO (Ours)
121212.12121212122,-0.26347680793714634,0.012975654101475654,Hybrid PPO (Ours)
131313.1313131313,-0.2305313424514119,0.012689764867286835,Hybrid PPO (Ours)
141414.1414141414,-0.21416046857512575,0.012431342755094669,Hybrid PPO (Ours)
151515.15151515152,-0.21799645038768034,0.012197748831002535,Hybrid PPO (Ours)
161616.1616161616,-0.15625611273792683,0.011986597699584708,Hybrid PPO (Ours)
171717.1717171717,-0.172889219985089,0.01179573314489944,Hybrid PPO (Ours)
181818.18181818182,-0.16710886400958205,0.011623206111818482,Hybrid PPO (Ours)
191919.19191919192,-0.14889447957494537,0.011467254802824515,Hybrid PPO (Ours)
202020.202020202,-0.15563391654881975,0.011326286687030632,Hybrid PPO (Ours)
212121.21212121213,-0.14715574073456736,0.01119886223770301,Hybrid PPO (Ours)
222222.22222222222,-0.1218114748954017,0.011083680232218958,Hybrid PPO (Ours)
232323.2323232323,-0.12452491724174077,0.01097956446434762,Hybrid PPO (Ours)
242424.24242424243,-0.11607885782986418,0.010885451733162889,Hybrid PPO (Ours)
252525.25252525252,-0.13127764056568503,0.01080038098593472,Hybrid PPO (Ours)
262626.2626262626,-0.11865409769364312,0.010723483504129057,Hybrid PPO (Ours)
272727.2727272727,-0.13093686545788796,0.010653974032298601,Hybrid PPO (Ours)
282828.2828282828,-0.10788236635404645,0.010591142759275134,Hybrid PPO (Ours)
292929.29292929295,-0.09768708191840714,0.010534348069777578,Hybrid PPO (Ours)
303030.30303030304,-0.08571747202025237,0.0104830099924173,Hybrid PPO (Ours)
313131.31313131313,-0.08891904577623859,0.010436604277193461,Hybrid PPO (Ours)
323232.3232323232,-0.09329132714927912,0.010394657041999525,Hybrid PPO (Ours)
333333.3333333333,-0.07830064622283367,0.010356739933472523,Hybrid PPO (Ours)
343434.3434343434,-0.0923614789538925,0.010322465752769043,Hybrid PPO (Ours)
353535.3535353535,-0.07929246971356085,0.01029148450159958,Hybrid PPO (Ours)
363636.36363636365,-0.08877121121688954,0.010263479808144488,Hybrid PPO (Ours)
373737.37373737374,-0.08888708117100058,0.010238165696353977,Hybrid PPO (Ours)
383838.38383838383,-0.0864607911923325,0.01021528366564116,Hybrid PPO (Ours)
393939.3939393939,-0.08308110295997773,0.010194600051146792,Hybrid PPO (Ours)
404040.404040404,-0.08146626963286327,0.01017590363761947,Hybrid PPO (Ours)
414141.4141414141,-0.08755546146943044,0.010159003502544926,Hybrid PPO (Ours)
424242.42424242425,-0.09047539701138808,0.010143727066499027,Hybrid PPO (Ours)
434343.43434343435,-0.09164235433192112,0.010129918330815254,Hybrid PPO (Ours)
444444.44444444444,-0.07746427814119916,0.010117436284570213,Hybrid PPO (Ours)
454545.45454545453,-0.07594071352652501,0.010106153464619768,Hybrid PPO (Ours)
464646.4646464646,-0.07694918246227689,0.010095954653981264,Hybrid PPO (Ours)
474747.4747474747,-0.08997890012931228,0.010086735705270137,Hybrid PPO (Ours)
484848.48484848486,-0.08192686767522621,0.010078402477176117,Hybrid PPO (Ours)
494949.49494949495,-0.0842383282340963,0.010070869873118652,Hybrid PPO (Ours)
505050.50505050505,-0.07626168322460361,0.010064060972264583,Hybrid PPO (Ours)
515151.51515151514,-0.07217883828107555,0.010057906244034232,Hybrid PPO (Ours)
525252.5252525252,-0.0866361568737035,0.010052342838074687,Hybrid PPO (Ours)
535353.5353535353,-0.08297961903977283,0.010047313942449681,Hybrid PPO (Ours)
545454.5454545454,-0.08209689428015395,0.01004276820349209,Hybrid PPO (Ours)
555555.5555555555,-0.061723599896895874,0.01003865920139473,Hybrid PPO (Ours)
565656.5656565656,-0.07619999934033603,0.010034944976184342,Hybrid PPO (Ours)
575757.5757575757,-0.10667285667899576,0.010031587599238166,Hybrid PPO (Ours)
585858.5858585859,-0.08492456830610559,0.010028552785967502,Hybrid PPO (Ours)
595959.595959596,-0.07386298524136156,0.010025809545713147,Hybrid PPO (Ours)
606060.6060606061,-0.0864069623080641,0.010023329865277496,Hybrid PPO (Ours)
616161.6161616162,-0.08958431655986836,0.010021088422861658,Hybrid PPO (Ours)
626262.6262626263,-0.09593645992399467,0.010019062329486362,Hybrid PPO (Ours)
636363.6363636364,-0.07206151428576336,0.01001723089525615,Hybrid PPO (Ours)
646464.6464646464,-0.08450631803781106,0.010015575418079981,Hybrid PPO (Ours)
656565.6565656565,-0.06659662898713277,0.010014078992690738,Hybrid PPO (Ours)
666666.6666666666,-0.0840990445523662,0.010012726338013398,Hybrid PPO (Ours)
676767.6767676767,-0.07967128120473624,0.010011503641119,Hybrid PPO (Ours)
686868.6868686868,-0.07714616641540908,0.010010398416170891,Hybrid PPO (Ours)
696969.6969696969,-0.08589139161718674,0.010009399376922882,Hybrid PPO (Ours)
707070.707070707,-0.07987402213269511,0.010008496321467275,Hybrid PPO (Ours)
717171.7171717172,-0.08288270872358104,0.010007680028055854,Hybrid PPO (Ours)
727272.7272727273,-0.08212071737655349,0.010006942160929986,Hybrid PPO (Ours)
737373.7373737374,-0.08304771108367548,0.010006275185198194,Hybrid PPO (Ours)
747474.7474747475,-0.0817135696473797,0.010005672289891977,Hybrid PPO (Ours)
757575.7575757576,-0.08749839361891304,0.010005127318414107,Hybrid PPO (Ours)
767676.7676767677,-0.07395596643506286,0.01000463470566919,Hybrid PPO (Ours)
777777.7777777778,-0.06555795393246491,0.010004189421234483,Hybrid PPO (Ours)
787878.7878787878,-0.06890153338826445,0.010003786917990634,Hybrid PPO (Ours)
797979.7979797979,-0.06742907895388058,0.010003423085687765,Hybrid PPO (Ours)
808080.808080808,-0.07548083737023933,0.010003094208972777,Hybrid PPO (Ours)
818181.8181818181,-0.08121868623366135,0.010002796929449189,Hybrid PPO (Ours)
828282.8282828282,-0.06972104693969808,0.010002528211382155,Hybrid PPO (Ours)
838383.8383838383,-0.08374581693108961,0.010002285310698385,Hybrid PPO (Ours)
848484.8484848485,-0.07458806225849621,0.010002065746964441,Hybrid PPO (Ours)
858585.8585858586,-0.08131000892657463,0.010001867278057254,Hybrid PPO (Ours)
868686.8686868687,-0.09897582684764,0.010001687877268182,Hybrid PPO (Ours)
878787.8787878788,-0.06371252687828409,0.010001525712606851,Hybrid PPO (Ours)
888888.8888888889,-0.07596106787083934,0.010001379128093365,Hybrid PPO (Ours)
898989.898989899,-0.08270802254056268,0.010001246626847921,Hybrid PPO (Ours)
909090.9090909091,-0.06581598890276094,0.010001126855805079,Hybrid PPO (Ours)
919191.9191919192,-0.07724049384685967,0.01000101859189665,Hybrid PPO (Ours)
929292.9292929292,-0.07464060779440114,0.010000920729562067,Hybrid PPO (Ours)
939393.9393939393,-0.08782229579376463,0.010000832269458701,Hybrid PPO (Ours)
949494.9494949494,-0.09717708032758321,0.010000752308256871,Hybrid PPO (Ours)
959595.9595959595,-0.07478773900704658,0.01000068002941528,Hybrid PPO (Ours)
969696.9696969697,-0.07665538878675314,0.010000614694842735,Hybrid PPO (Ours)
979797.9797979798,-0.0936369561862776,0.010000555637360966,Hybrid PPO (Ours)
989898.9898989899,-0.07785343716897498,0.010000502253891586,Hybrid PPO (Ours)
1000000.0,-0.09115516770152786,0.010000453999297625,Hybrid PPO (Ours)
