Step,Reward,Entropy,Algorithm
252525.25252525252,-0.11654908531599147,0.01080038098593472,Phase 5 Hybrid PPO
262626.2626262626,-0.09957953699437609,0.010723483504129057,Phase 5 Hybrid PPO
272727.2727272727,-0.1178063826852463,0.010653974032298601,Phase 5 Hybrid PPO
282828.2828282828,-0.09217915200105033,0.010591142759275134,Phase 5 Hybrid PPO
292929.29292929295,-0.10465346274815711,0.010534348069777578,Phase 5 Hybrid PPO
303030.30303030304,-0.11386039161998358,0.0104830099924173,Phase 5 Hybrid PPO
313131.31313131313,-0.10159990212207451,0.010436604277193461,Phase 5 Hybrid PPO
323232.3232323232,-0.08426571702769506,0.010394657041999525,Phase 5 Hybrid PPO
333333.3333333333,-0.09109070718960657,0.010356739933472523,Phase 5 Hybrid PPO
343434.3434343434,-0.09679916131607956,0.010322465752769043,Phase 5 Hybrid PPO
353535.3535353535,-0.09695330974244694,0.01029148450159958,Phase 5 Hybrid PPO
363636.36363636365,-0.09292006287834495,0.010263479808144488,Phase 5 Hybrid PPO
373737.37373737374,-0.08019902955195918,0.010238165696353977,Phase 5 Hybrid PPO
383838.38383838383,-0.09148131932754822,0.01021528366564116,Phase 5 Hybrid PPO
393939.3939393939,-0.08914909018617126,0.010194600051146792,Phase 5 Hybrid PPO
404040.404040404,-0.09455979519000428,0.01017590363761947,Phase 5 Hybrid PPO
414141.4141414141,-0.0871749728913443,0.010159003502544926,Phase 5 Hybrid PPO
424242.42424242425,-0.10857492522021386,0.010143727066499027,Phase 5 Hybrid PPO
434343.43434343435,-0.0958784827564685,0.010129918330815254,Phase 5 Hybrid PPO
444444.44444444444,-0.08113541707393962,0.010117436284570213,Phase 5 Hybrid PPO
454545.45454545453,-0.104560739870381,0.010106153464619768,Phase 5 Hybrid PPO
464646.4646464646,-0.08034295514719224,0.010095954653981264,Phase 5 Hybrid PPO
474747.4747474747,-0.07990345667511073,0.010086735705270137,Phase 5 Hybrid PPO
484848.48484848486,-0.08836202982820957,0.010078402477176117,Phase 5 Hybrid PPO
494949.49494949495,-0.07975580183322831,0.010070869873118652,Phase 5 Hybrid PPO
505050.50505050505,-0.07630556345585936,0.010064060972264583,Phase 5 Hybrid PPO
515151.51515151514,-0.076425321801443,0.010057906244034232,Phase 5 Hybrid PPO
525252.5252525252,-0.08398163861134161,0.010052342838074687,Phase 5 Hybrid PPO
535353.5353535353,-0.08260661679845899,0.010047313942449681,Phase 5 Hybrid PPO
545454.5454545454,-0.076412807629079,0.01004276820349209,Phase 5 Hybrid PPO
555555.5555555555,-0.08710104656882964,0.01003865920139473,Phase 5 Hybrid PPO
565656.5656565656,-0.08310262024510771,0.010034944976184342,Phase 5 Hybrid PPO
575757.5757575757,-0.08609908095385518,0.010031587599238166,Phase 5 Hybrid PPO
585858.5858585859,-0.09212670330980895,0.010028552785967502,Phase 5 Hybrid PPO
595959.595959596,-0.07315926498234188,0.010025809545713147,Phase 5 Hybrid PPO
606060.6060606061,-0.08471346365863248,0.010023329865277496,Phase 5 Hybrid PPO
616161.6161616162,-0.07240924795507775,0.010021088422861658,Phase 5 Hybrid PPO
626262.6262626263,-0.07505032437386115,0.010019062329486362,Phase 5 Hybrid PPO
636363.6363636364,-0.08208086169057177,0.01001723089525615,Phase 5 Hybrid PPO
646464.6464646464,-0.06690839704284177,0.010015575418079981,Phase 5 Hybrid PPO
656565.6565656565,-0.08327567769676755,0.010014078992690738,Phase 5 Hybrid PPO
666666.6666666666,-0.08380352127215054,0.010012726338013398,Phase 5 Hybrid PPO
676767.6767676767,-0.08100985665778623,0.010011503641119,Phase 5 Hybrid PPO
686868.6868686868,-0.0887427299051292,0.010010398416170891,Phase 5 Hybrid PPO
696969.6969696969,-0.08635099822224399,0.010009399376922882,Phase 5 Hybrid PPO
707070.707070707,-0.08494426600707851,0.010008496321467275,Phase 5 Hybrid PPO
717171.7171717172,-0.08696566535759315,0.010007680028055854,Phase 5 Hybrid PPO
727272.7272727273,-0.07638924080921501,0.010006942160929986,Phase 5 Hybrid PPO
737373.7373737374,-0.06461915746373358,0.010006275185198194,Phase 5 Hybrid PPO
747474.7474747475,-0.0712182401150806,0.010005672289891977,Phase 5 Hybrid PPO
757575.7575757576,-0.09552255253179276,0.010005127318414107,Phase 5 Hybrid PPO
767676.7676767677,-0.07331438120448168,0.01000463470566919,Phase 5 Hybrid PPO
777777.7777777778,-0.06367934798951579,0.010004189421234483,Phase 5 Hybrid PPO
787878.7878787878,-0.08645279193327776,0.010003786917990634,Phase 5 Hybrid PPO
797979.7979797979,-0.07508993272546619,0.010003423085687765,Phase 5 Hybrid PPO
808080.808080808,-0.0733991259682867,0.010003094208972777,Phase 5 Hybrid PPO
818181.8181818181,-0.07289905928326439,0.010002796929449189,Phase 5 Hybrid PPO
828282.8282828282,-0.1035107633970963,0.010002528211382155,Phase 5 Hybrid PPO
838383.8383838383,-0.07818206659904658,0.010002285310698385,Phase 5 Hybrid PPO
848484.8484848485,-0.08446925548090047,0.010002065746964441,Phase 5 Hybrid PPO
858585.8585858586,-0.08719258999723203,0.010001867278057254,Phase 5 Hybrid PPO
868686.8686868687,-0.08314396298792148,0.010001687877268182,Phase 5 Hybrid PPO
878787.8787878788,-0.08491397855624626,0.010001525712606851,Phase 5 Hybrid PPO
888888.8888888889,-0.07822252774665675,0.010001379128093365,Phase 5 Hybrid PPO
898989.898989899,-0.07742107956505649,0.010001246626847921,Phase 5 Hybrid PPO
909090.9090909091,-0.07422173174934553,0.010001126855805079,Phase 5 Hybrid PPO
919191.9191919192,-0.07376376267521598,0.01000101859189665,Phase 5 Hybrid PPO
929292.9292929292,-0.07978315961596369,0.010000920729562067,Phase 5 Hybrid PPO
939393.9393939393,-0.06808947814287036,0.010000832269458701,Phase 5 Hybrid PPO
949494.9494949494,-0.06892885219694564,0.010000752308256871,Phase 5 Hybrid PPO
959595.9595959595,-0.0759317661022181,0.01000068002941528,Phase 5 Hybrid PPO
969696.9696969697,-0.09231186934317807,0.010000614694842735,Phase 5 Hybrid PPO
979797.9797979798,-0.0953931641764717,0.010000555637360966,Phase 5 Hybrid PPO
989898.9898989899,-0.06645707078123184,0.010000502253891586,Phase 5 Hybrid PPO
1000000.0,-0.07557248238090496,0.010000453999297625,Phase 5 Hybrid PPO
0.0,-0.8912028416784009,0.06,Phase 6 Adaptive PPO
10101.0101010101,-0.8442492194820992,0.058416052792494316,Phase 6 Adaptive PPO
20202.0202020202,-0.80393644056114,0.05689482780389275,Phase 6 Adaptive PPO
30303.030303030304,-0.7264162185785566,0.05543384131710827,Phase 6 Adaptive PPO
40404.0404040404,-0.6849467349538235,0.054030707966972444,Phase 6 Adaptive PPO
50505.0505050505,-0.6685335081249763,0.05268313684562925,Phase 6 Adaptive PPO
60606.06060606061,-0.6077172672692511,0.05138892776215023,Phase 6 Adaptive PPO
70707.0707070707,-0.5631443465333819,0.05014596765026384,Phase 6 Adaptive PPO
80808.0808080808,-0.5260001687670219,0.04895222711833404,Phase 6 Adaptive PPO
90909.09090909091,-0.5061128418238734,0.047805757135955154,Phase 6 Adaptive PPO
101010.101010101,-0.47083878721209327,0.04670468585175321,Phase 6 Adaptive PPO
111111.11111111111,-0.4625147483781017,0.04564721553719819,Phase 6 Adaptive PPO
121212.12121212122,-0.4160838804872308,0.044631619651437145,Phase 6 Adaptive PPO
131313.1313131313,-0.3812322623586104,0.04365624002235625,Phase 6 Adaptive PPO
141414.1414141414,-0.35856155408740426,0.04271948413926886,Phase 6 Adaptive PPO
151515.15151515152,-0.33271048415815996,0.04181982255280974,Phase 6 Adaptive PPO
161616.1616161616,-0.31381053991331365,0.040955786377789925,Phase 6 Adaptive PPO
171717.1717171717,-0.29796268339852594,0.04012596489493528,Phase 6 Adaptive PPO
181818.18181818182,-0.2849103493309871,0.03932900324759302,Phase 6 Adaptive PPO
191919.19191919192,-0.24700256019040503,0.03856360022964568,Phase 6 Adaptive PPO
202020.202020202,-0.2551041733627797,0.03782850616102071,Phase 6 Adaptive PPO
212121.21212121213,-0.23236750329855477,0.037122520847327034,Phase 6 Adaptive PPO
222222.22222222222,-0.22966071171638394,0.0364444916202875,Phase 6 Adaptive PPO
232323.2323232323,-0.20216804203584776,0.035793311455767376,Phase 6 Adaptive PPO
242424.24242424243,-0.2074563328563538,0.03516791716632661,Phase 6 Adaptive PPO
252525.25252525252,-0.17399510302153837,0.0345672876653446,Phase 6 Adaptive PPO
262626.2626262626,-0.1873623856676055,0.03399044229988323,Phase 6 Adaptive PPO
272727.2727272727,-0.1660073745515194,0.0334364392495665,Phase 6 Adaptive PPO
282828.2828282828,-0.1659964466535538,0.03290437398886223,Phase 6 Adaptive PPO
292929.29292929295,-0.1297942454208672,0.032393377810255544,Phase 6 Adaptive PPO
303030.30303030304,-0.14129105518803298,0.03190261640590261,Phase 6 Adaptive PPO
313131.31313131313,-0.11614475541398986,0.031431288505449094,Phase 6 Adaptive PPO
323232.3232323232,-0.12731445941114486,0.030978624567789145,Phase 6 Adaptive PPO
333333.3333333333,-0.11032062020538215,0.03054388552462907,Phase 6 Adaptive PPO
343434.3434343434,-0.10766335963148246,0.030126361573804175,Phase 6 Adaptive PPO
353535.3535353535,-0.09632612739140256,0.02972537102037868,Phase 6 Adaptive PPO
363636.36363636365,-0.11394440274470584,0.029340259163636535,Phase 6 Adaptive PPO
373737.37373737374,-0.10312399453728932,0.028970397228145997,Phase 6 Adaptive PPO
383838.38383838383,-0.07595265754048872,0.02861518133715253,Phase 6 Adaptive PPO
393939.3939393939,-0.08758805341221193,0.02827403152662409,Phase 6 Adaptive PPO
404040.404040404,-0.07410556613940275,0.02794639079833883,Phase 6 Adaptive PPO
414141.4141414141,-0.05897760887374179,0.02763172421046939,Phase 6 Adaptive PPO
424242.42424242425,-0.06470905676844435,0.027329518004178724,Phase 6 Adaptive PPO
434343.43434343435,-0.06671888208572051,0.027039278764801687,Phase 6 Adaptive PPO
444444.44444444444,-0.06035457932139729,0.026760532616242644,Phase 6 Adaptive PPO
454545.45454545453,-0.05859458831207465,0.026492824447273928,Phase 6 Adaptive PPO
464646.4646464646,-0.06052279061408584,0.026235717168471822,Phase 6 Adaptive PPO
474747.4747474747,-0.05638398864048578,0.025988790998576917,Phase 6 Adaptive PPO
484848.48484848486,-0.053918162288414874,0.02575164277911364,Phase 6 Adaptive PPO
494949.49494949495,-0.070342400891369,0.025523885316149957,Phase 6 Adaptive PPO
505050.50505050505,-0.04817301208097022,0.02530514674812252,Phase 6 Adaptive PPO
515151.51515151514,-0.05322144855862895,0.02509506993869511,Phase 6 Adaptive PPO
525252.5252525252,-0.057466737824100694,0.024893311893659054,Phase 6 Adaptive PPO
535353.5353535353,-0.03857151520331625,0.02469954320092366,Phase 6 Adaptive PPO
545454.5454545454,-0.03593319414182868,0.024513447492682278,Phase 6 Adaptive PPO
555555.5555555555,-0.05154082885660403,0.024334720928875838,Phase 6 Adaptive PPO
565656.5656565656,-0.018305326146588898,0.0241630717011106,Phase 6 Adaptive PPO
575757.5757575757,-0.03889009007803198,0.0239982195562201,Phase 6 Adaptive PPO
585858.5858585859,-0.04447414797844461,0.023839895338693365,Phase 6 Adaptive PPO
595959.595959596,-0.029521723390699355,0.023687840551222427,Phase 6 Adaptive PPO
606060.6060606061,-0.04344870987025376,0.02354180693265155,Phase 6 Adaptive PPO
616161.6161616162,-0.042344442676800424,0.02340155605263911,Phase 6 Adaptive PPO
626262.6262626263,-0.028462478048468083,0.023266858922370313,Phase 6 Adaptive PPO
636363.6363636364,-0.027855678537343803,0.023137495620685226,Phase 6 Adaptive PPO
646464.6464646464,-0.03811130643999257,0.023013254935011586,Phase 6 Adaptive PPO
656565.6565656565,-0.024734463767800266,0.022893934016516227,Phase 6 Adaptive PPO
666666.6666666666,-0.024705360695429078,0.02277933804891206,Phase 6 Adaptive PPO
676767.6767676767,-0.022307762791038546,0.02266927993037985,Phase 6 Adaptive PPO
686868.6868686868,-0.03500928944674488,0.022563579968085445,Phase 6 Adaptive PPO
696969.6969696969,-0.04074813217961969,0.022462065584793783,Phase 6 Adaptive PPO
707070.707070707,-0.02733136086456991,0.022364571037100534,Phase 6 Adaptive PPO
717171.7171717172,-0.020236090692122982,0.022270937144821427,Phase 6 Adaptive PPO
727272.7272727273,-0.03488122131695917,0.022181011031097406,Phase 6 Adaptive PPO
737373.7373737374,-0.029716749733792635,0.022094645872791262,Phase 6 Adaptive PPO
747474.7474747475,-0.033686344975089835,0.022011700660768234,Phase 6 Adaptive PPO
757575.7575757576,-0.01915636660796878,0.021932039969669206,Phase 6 Adaptive PPO
767676.7676767677,-0.028784162853819323,0.021855533736800534,Phase 6 Adaptive PPO
777777.7777777778,-0.007483353445124047,0.021782057049779587,Phase 6 Adaptive PPO
787878.7878787878,-0.021617242531845833,0.021711489942589233,Phase 6 Adaptive PPO
797979.7979797979,-0.029125189418619492,0.021643717199708278,Phase 6 Adaptive PPO
808080.808080808,-0.02809738147284791,0.0215786281679981,Phase 6 Adaptive PPO
818181.8181818181,-0.03453897451099608,0.02151611657603834,Phase 6 Adaptive PPO
828282.8282828282,-0.03667359227061416,0.021456080360616615,Phase 6 Adaptive PPO
838383.8383838383,-0.03577766527895789,0.02139842150008905,Phase 6 Adaptive PPO
848484.8484848485,-0.021154535081002217,0.021343045854339503,Phase 6 Adaptive PPO
858585.8585858586,-0.01338931373634739,0.021289863011076174,Phase 6 Adaptive PPO
868686.8686868687,-0.02683523725248677,0.0212387861382147,Phase 6 Adaptive PPO
878787.8787878788,-0.035828132230195715,0.02118973184210665,Phase 6 Adaptive PPO
888888.8888888889,-0.03069035011656451,0.021142620031382016,Phase 6 Adaptive PPO
898989.898989899,-0.005952607351853448,0.021097373786183326,Phase 6 Adaptive PPO
909090.9090909091,-0.039128775534407134,0.02105391923257795,Phase 6 Adaptive PPO
919191.9191919192,-0.022395464341835092,0.02101218542194349,Phase 6 Adaptive PPO
929292.9292929292,-0.024121062249288304,0.020972104215129357,Phase 6 Adaptive PPO
939393.9393939393,-0.014342010672122991,0.020933610171205392,Phase 6 Adaptive PPO
949494.9494949494,-0.01809960717272377,0.0208966404406159,Phase 6 Adaptive PPO
959595.9595959595,-0.0223215795074855,0.020861134662564642,Phase 6 Adaptive PPO
969696.9696969697,-0.03663562974018045,0.020827034866463253,Phase 6 Adaptive PPO
979797.9797979798,-0.005104355194651168,0.020794285377282146,Phase 6 Adaptive PPO
989898.9898989899,-0.019802413759367154,0.02076283272464943,Phase 6 Adaptive PPO
1000000.0,-0.034174424727128436,0.020732625555549368,Phase 6 Adaptive PPO
